name,quantity,model_name,model_number,serial_number,country_of_origin,manufacturer,where_purchased,price,acquired_year,location,remark,department,decription,inventory_number,,,
"CLERK METAL WORKER DRY CUT OFF SAW 230V 1900 WATTS 50 Hz, SINGLE PHASE",1,CDC 355 PAT NO. 6470170,,,,,,,,ENW 06,GOOD,enw,,,,,
"TIG WELDING MACHINES CLERK 74V OCV 60 Hz, SINGLE PHASE 200 AMP",1,,,,,,,,,ENW 06,GOOD,enw,,,,,
POWER HACKSAW MODEL NO. CHS8W 240V 50 Hz,1,02E,,,,,,,,ENW 06,GOOD,enw,,,,,
"HIGH TEMPERATURE OVEN TYPE PSH-45 MAX 500 DEGREES CENTIGRADE, 415V A/C 3 PHASE HEATER 3KW MOTOR 0.1KW",1,5879,,,,,,,,ENW 06,NEW,enw,,,,,
ELECTRIC CHAMBER HEAT TREATMENT OVEN,1,LNT20 ELSKRO,,,CZ,,,,2000,ENW 16,DEFECTIVE,enw,,,,,
THERMOCOUPLE - EINTAUCH GISPO - D-TYPE C-09,1,180,,,DE,,,,2000,ENW 16,GOOD,enw,,,,,
KB 30 OIL-FIRED FURNACE,1,RAMSELL 906 99,,,CZ,,,,2000,ENW 16,GOOD,enw,,,,,
PISTOL HAND DRILL,1,BLACK & DECKER,,,KE,,,,2006,ENW 01A,GOOD,enw,,,,,
DESKTOP COMPUTERS,7,DEL PIV,,,,,,,,ENW 13,GOOD,enw,,,,,
DESKTOP COMPUTERS,1,GENERIC - 4TB RAM,,,,,,,,ENW 13,NEW,enw,,,,,
CAR LIFT,1,,,,JP,,,,1980,ENW 05,REQUIRES CALIBRATION,enw,,,,,
TOE IN TOE OUT TESTER,1,,,,JP,,,,1980,ENW 05,REQUIRES CALIBRATION,enw,,,,,
WHEEL BALANCER,2,,,,JP,,,,1987,ENW 05,REQUIRES CALIBRATION,enw,,,,,
INJECTION PUMP TESTER,1,,,,JP,,,,1980,ENW 05,REQUIRES CALIBRATION,enw,,,,,
INJECTORS TESTER,1,,,,JP,,,,1980,ENW 05,FAULTY,enw,,,,,
PRESSING MACHINE,1,,,,JP,,,,1980,ENW 05,FAULTY,enw,,,,,
ENGINE DYNAMOMETER,1,,,,JP,,,,1980,ENW 05,FAULTY,enw,,,,,
,,,,,,,,,,,,enw,,,,,
GRINDING MACHINE,1,,,,JP,,,,1980,ENW 05,NEEDS WHEELS,enw,,,,,
HEADLAMP TESTER,1,,,,JP,,,,1980,ENW 05,FAIR,enw,,,,,
ELECTRICAL TESTING RIG,1,,,,JP,,,,1987,ENW 05,FAULTY,enw,,,,,
REBORING MACHINE,1,,,,JP,,,,1980,ENW 05,FAULTY,enw,,,,,
HONNING MACHINE,1,,,,JP,,,,1980,ENW 05,FAULTY,enw,,,,,
VALVE GRINDING M/C,1,,,,JP,,,,1980,ENW 05,FAULTY,enw,,,,,
SPARK PLUG CLEANER,1,,,,JP,,,,1980,ENW 05,FAULTY,enw,,,,,
BABY HYDRAULIC JACK,1,,,,JP,,,,1980,ENW 05,FAULTY,enw,,,,,
DRILLING MACHINE,1,,,,JP,,,,1980,ENW 05,GOOD,enw,,,,,
ENGINE CLEANING M/C,1,,,,DE,,,,1988,ENW 05,GOOD,enw,,,,,
PNEUMATIC JACKS,1,,,,JP,,,,1980,ENW 05,GOOD,enw,,,,,
FLOOR JACKS,4,,,,JP,,,,1980,ENW 05,GOOD,enw,,,,,
BATTERY CHARGER,1,,,,JP,,,,1980,ENW 05,FAULTY,enw,,,,,
TIRE REMOVING M/C,1,,,,JP,,,,,ENW 05,FAIR,enw,,,,,
AIR COMPRESSOR,2,,,,JP,,,,,ENW 05,GOOD,enw,,,,,
BENCH VICES,3,,,,JP,,,,,ENW 05,GOOD,enw,,,,,
ISUZU PICK-UP,1,,,,JP,,,,,ENW 05,OBSOLETE,enw,,,,,
ISUZU TRUCK,1,,,,JP,,,,,ENW 05,FAIR,enw,,,,,
NISSAN CAR B12,1,,,,JP,,,,,ENW 05,OBSOLETE,enw,,,,,
TOYOTA CAR DX,1,,,,JP,,,,,ENW 05,OBSOLETE,enw,,,,,
LATHE MACHINE,2,TAKIZAWA Z5V04284/5,,,JP,,,,1981,ENW 04,WORKING,enw,,,,,
LATHE MACHINE,11,TSL 550D NV 04590 - 99/94246,,,JP,,,,1981,ENW 04,WORKING,enw,,,,,
PEDESTAL GRINDER,1,SHOWA - 0084,,,JP,,,,1981,ENW 04,WORKING,enw,,,,,
PEDESTAL GRINDER,1,SHOWA - 00180,,,JP,,,,1981,ENW 04,WORKING,enw,,,,,
ELECTRODE HEATER,1,HSC 150,,,JP,,,,1981,ENW 04,WORKING,enw,,,,,
UNIVERSAL TOOL GRINDING MACHINE,1,MAKINO C-25,,,JP,,,,1981,ENW 04,WORKING,enw,,,,,
SURFACE GRINDING MACHINE,1,OKAMOTO PSG-52,,,JP,,,,1989,ENW 04,WORKING,enw,,,,,
HYDRAULIC PRESS,1,FG 30 / F392Y14,,,JP,,,,1994,ENW 04,WORKING,enw,,,,,
SHAPER,1,HOKUETU 50-1. 746,,,JP,,,,1981,ENW 04,WORKING,enw,,,,,
CYLINDRICAL GRINDING MACHINE,1,KONDO 450-H,,,JP,,,,1981,ENW 04,WORKING,enw,,,,,
VERTICAL MILLING MACHINE,1,ENSU 1779,,,JP,,,,1981,ENW 04,WORKING,enw,,,,,
UNIVERSAL MILLING MACHINE,1,ENSU 1075,,,JP,,,,1981,ENW 04,WORKING,enw,,,,,
ELECTRICAL SHEAR MACHINE,1,AMADA,,,JP,,,,1988,ENW 04,WORKING,enw,,,,,
HEAVY DUTY POWER SAWING MACHINE,1,KILSER 250,,,,,,,1981,ENW 04,WORKING,enw,,,,,
UPRIGHT DRILLING MACHINE,1,YD2 - 52,,,JP,,,,1981,ENW 04,WORKING,enw,,,,,
RADIAL DRILLING MACHINE,1,OOYA-RE-100A,,,JP,,,,1981,ENW 04,WORKING,enw,,,,,
UNIVERSAL BAND SAWING MACHINE,1,U.300,,,JP,,,,1994,ENW 04,WORKING,enw,,,,,
UNIVERSAL GEAR HOBBING MACHINE,1,MODEL NJ-300,,,JP,,,,1984,ENW 04,WORKING,enw,,,,,
SINGLE POINT GRINDER,1,DP-2NS,,,JP,,,,1989,ENW 04,WORKING,enw,,,,,
DRILL POINT GRINDING MACHINE,1,NAGOYA YG-200F,,,JP,,,,1989,ENW 04,WORKING,enw,,,,,
PRECISION HIGH SPEED LATHE,1,JT.140E WITH DIGITAL READOUT (SW3000,,,KR,,,,2003,ENW 04,WORKING,enw,,,,,
RADIAL DRILLING MACHINE,1,TF-750S,,,JP,,,,2003,ENW 04,WORKING,enw,,,,,
UPRIGHT DRILLING MACHINE,1,KUD 530FS,,,JP,,,,2003,ENW 04,WORKING,enw,,,,,
CONCRETE MIXER,1,KNP4,,,,,,,,ENW 09,DEFECTIVE,enw,,,,,
CONCRETE MIXER,1,,,,KE,,,,,ENW 09,DEFECTIVE,enw,,,,,
AUTO LEVEL,1,ATD4 - D866,,,,,,,,ENW 09,WORKING,enw,,,,,
AUTO LEVEL,1,ATD4 - D867,,,,,,,,ENW 09,WORKING,enw,,,,,
BENCH GRINDER,1,EBK2 220006,,,,,,,,ENW 09,WORKING,enw,,,,,
ELECTRIC CONCRETE DRILL,2,PR-25B 23001 & 2,,,,,,,,ENW 09,WORKING,enw,,,,,
BLOCK MAKING MACHINES,2,PR-25B 23002,,,,,,,,ENW 09,WORKING,enw,,,,,
CONCERTE VIBRATOR,1,EYIB-3 / 943642,,,,,,,,ENW 09,WORKING,enw,,,,,
BENCH VICE,1,,,,,,,,,ENW 09,WORKING,enw,,,,,
QUICKSET LEVEL,1,,,,,,,,,ENW 09,WORKING,enw,,,,,
PEBBLE DASH MACHINE,4,,,,,,,,,ENW 09,WORKING,enw,,,,,
BLOCK CUTTING MACHINE,1,,,,,,,,,ENW 09,WORKING,enw,,,,,
CRAWLER DUMPER TRUCK,1,YXD,,,,,,,,ENW 09,WORKING,enw,,,,,
PLATE COMPACTOR,1,EY / 15D,,,,,,,,ENW 09,WORKING,enw,,,,,
ANVIL 100KG,2,,,,,,,,,ENW 01,GOOD,enw,,,,,
SWAGE BLOCK,1,,,,,,,,,ENW 01,GOOD,enw,,,,,
SURFACE PLATE,1,,,,,,,,,ENW 01,GOOD,enw,,,,,
MULTIPURPOSE SHEAR MACHINE [PEDDINGHAUS 36 RP/10],1,,,,,,,,,ENW 01,GOOD,enw,,,,,
BOX BENDER [BENDEX],1,,,,,,,,,ENW 01,GOOD,enw,,,,,
BENCH VICE UNIQUE NO 125,3,,,,,AICHIMIYATA CO,,,,ENW 01,GOOD,enw,,,,,
BENCH VICE UNIQUE NO 150,1,,,,,AICHIMIYATA CO,,,,ENW 01,GOOD,enw,,,,,
BENCH VICE NO. 6,9,RECORD,,,UK,,,,,ENW 01,GOOD,enw,,,,,
BENCH VICE NO. 150,10,ERON,,,,,,,,ENW 01,GOOD,enw,,,,,
BENCH VICE NO. 150,6,SWORDFISH,,,CN,,,,,ENW 01,GOOD,enw,,,,,
BENCH VICE NO. 150,5,FUKUNG,,,CN,,,,,ENW 01,GOOD,enw,,,,,
BENCH VICE NO. 100,1,ERON,,,,,,,,ENW 01,GOOD,enw,,,,,
BENCH VICE NO. 6,6,,,,IN,,,,,ENW 01,GOOD,enw,,,,,
FOOT GUILLOTINE,2,5S109 TYPE 1250,,,JP,YOSHIMITU KIKAI ,,,,ENW 01,GOOD,enw,,,,,
BENDING MACHINE,1,128,,, JP,MORIMITSU,,,,ENW 01,GOOD,enw,,,,,
SHEAR MACHINE,1,5S281 TYPE 50,,, JP,YOSHIMITU KIKAI ,,,,ENW 01,GOOD,enw,,,,,
BENCH GRINDER ,1,P75-01,,,,BLACK AND DECKER - ITALY,,,,ENW 01,GOOD,enw,,,,,
BENCH DRILL 13mm,2,BE-360B H382588 S/N 002381 / 002382,,, JP,HITACHI KOKI CO. KTD ,,,,ENW 01,GOOD,enw,,,,,
PILLAR DRILLING MACHINE 13mm CHUCK,1,SB 32/12D,,,,CINHELL,,,,ENW 01,GOOD,enw,,,,,
Autoclave,, Eyela,,,,,,,,,,fst,,,,,
Chromatopac,,Shimadzu CR-3A,,,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 124),Not working,fst,,JKU/01/FSPT/4/13/131,,,
General Oven,,Make: MRK,,,,,,,,,,fst,,,,,
Ultrasoni Cleaner,,Model: Sibata SU-6TH,,860331,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 126),Not working,fst,,JKU/01/FSPT/4/13/012,,,
Hot Air Oven 2No,,M.R.C. Model DSO-500D,,1004024,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 127),Not Working,fst,, none,,,
Hot Air Oven ,,M.R.C. Model DSO-500D,,1004026,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 128),Not Working,fst,,none,,,
pH Meter,,Model: HM-7E,,C90865M,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 129),Not working,fst,,JKU/01/FSPT/4/05/002,,,
Cool Ace,,Make: Eyela,,,,,,,,,,fst,,,,,
Water Bath,,Model: RE-100B,,WB 2535,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 131),fair,fst,,JKU/01/FSPT/4/13/020,,,
Water Bath,,Model: RE-100B,,WB 2544,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 132),fair,fst,,JKU/01/FSPT/4/13/021,,,
Vacuum Pump,,Make: New Panapower,,S0908276,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 133),Not working,fst,,JKU/01/FSPT/6/02/002,,,
Distiller-still Ace,,Model: SA-2100A,,10220035,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 134), Not working,fst,,JKU/01/FSPT/4/13/024,,,
Mill,,Model: SK-MIOR,,9405105,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 135),Not Working,fst,,JKU/01/FSPT/6/02/004,,,
Table Centrifuge 2,,Type: Universal 16A,,0010104-00,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 136),Not working,fst,,JKU/01/FSPT/4/13/112,,,
Water Bath for Rotary Evaporator,,Model: RE-52,,299536,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 137),Not Working,fst,,JKU/01/FSPT/4/13/033,,,
Mill,,Model: SK-M10R,,9405102,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 138),Not Working,fst,,JKU/01/FSPT/6/02/008,,,
Centrifuge,,Model: 2000C,,110685,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 139),Not Working,fst,,JKU/01/FSPT/4/13/043,,,
Water Bath,,Type: Personal-11,,2021433,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 140),Not Working,fst,,JKU/01/FSPT/4/13/044,,,
Centrifuge Ultra,,Model: CS-100FX,,46108,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 141),Not Working,fst,,JKU/01/FSPT/4/13/050,,,
Incubator,,Model: IS-3300,,3325,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 142),fair,fst,,JKU/01/FSPT/4/13/053,,,
"Spectroflourophotometer Detector, 2002",,Model: RF-1501,,A-4013340016,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 143),Not Working,fst,,JKU/01/FSPT/4/05/010,,,
Fridge ,,Make: Sumsung,,,,,,,2017,FOOD BIOCHEMISTRY LABORATORY (ALB 144),Not Working,fst,,,,,
Colour Meter No 1,,Model: NF-333,,147,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 145),,fst,,JKU/01/FSPT/4/13/013,,,
Colour Meter No. 2,,Model: NF-333,,148,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 146),Not Working,fst,,JKU/01/FSPT/4/13/013,,,
Water bath shaker No. 1,,Model: SHA-C,,10706002,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 147),Not working,fst,,None,,,
Water bath shaker No. 2,,Model: SHA-C,,10706004,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 148),Working,fst,,None,,,
Muffle furnace,,Nabathern,,339533,,,,,2017,FOOD BIOCHEMISTRY LABORATORY (ALB 149),Working,fst,,,,,
Freeze dryer,,Christ,,,,,,,2016,FOOD BIOCHEMISTRY LABORATORY (ALB 150),Not working,fst,,,,,
Fridge ,,Goldstar,,,,,,,,FOOD BIOCHEMISTRY LABORATORY (ALB 151),working,fst,,JKU/01/FSPT/4/14/023,,,
UV-VIS Spectrophotometer,,Model: UV-1601,,A1077408779,,,,,,INSTRUMENTAL ANALYSIS LABORATORY  AMB 039 AND AMB 041,not working,fst,,JKU/01/FSPT/4/05/018,,,
Mercury Vapour Unit,,Model: MVU-1A,,A30284000063KI,,,,,,INSTRUMENTAL ANALYSIS LABORATORY  AMB 039 AND AMB 042, not working,fst,,JKU/01/FSPT/4/13/128,,,
Chromatopac,,Model: C-R7A PLUS,,C50453300087,,,,,,INSTRUMENTAL ANALYSIS LABORATORY  AMB 039 AND AMB 043,Not Working,fst,,JKU/01/FSPT/4/13/132,,,
Air Compressor,,Model: GP5-2S4-S1,,25080449,,,,,,INSTRUMENTAL ANALYSIS LABORATORY  AMB 039 AND AMB 044,Not working,fst,,JKU/01/FSPT/6/02/010,,,
UV-Vis Spectrophotometer,,Shimadzu UV-1800,, A11454906708,,,,,,INSTRUMENTAL ANALYSIS LABORATORY  AMB 039 AND AMB 045,Not working,fst,,None,,,
Cream Separator,,Model: MP-6,,8007,,,,,,MEAT AND DAIRY WORKSHOP,Not woking,fst,,JKU/01/FSPT/6/02/037,,,
Combined Butter Churn,,Make: Showa,,,,,,,,,,fst,,,,,
Silent Cutters ,,n/a,,,,,,,,MEAT AND DAIRY WORKSHOP,Not working,fst,,JKU/01/FSPT/6/02/041,,,
Smoking Chamber,,Make: Hanaki,,,,,,,,MEAT AND DAIRY WORKSHOP,Not working,fst,,JKU/01/FSPT/6/02/052,,,
"Cold Room , AC 100V",,Make: Sanyo,,,,,,,,MEAT AND DAIRY WORKSHOP,Not working ,fst,,,,,
"Fridge, Samsung",,Model: CF/150,,46934DAC700097D,,,,,,MEAT AND DAIRY WORKSHOP,Not Working,fst,,None,,,
Spray Dryer,,Model: B-190771156,,,,,,,,FOOD ENGINEERING WORKSHOP,Not working,fst,,JKU/01/FSPT/4/13/205,,,
Air Compressor,,Make: Hitachi,,,,,,,,FOOD ENGINEERING WORKSHOP,Working,fst,,JKU/01/FSPT/6/02/059,,,
Ball Mill,,,,,,,,,,FOOD ENGINEERING WORKSHOP,fair,fst,,JKU/01/FSPT/6/02/061,,,
Cold Room,,,,,,,,,,FRUITS AND VEGETABLE WORKSHOP AMB36,Not working,fst,,,,,
Can Seamer,,,,405,,,,,,FRUITS AND VEGETABLE WORKSHOP AMB36,,fst,,JKU/01/FSPT/6/02/065,,,
Can Seamer,,,,406,,,,,,FRUITS AND VEGETABLE WORKSHOP AMB36,Not working,fst,,JKU/01/FSPT/6/02/066,,,
Vacuum Pan,,,,410,,,,,,FRUITS AND VEGETABLE WORKSHOP AMB36,working,fst,,JKU/01/FSPT/4/13/221,,,
Manual Sealer,,,,,,,,,,FRUITS AND VEGETABLE WORKSHOP AMB36,working,fst,,JKU/01/FSPT/6/02/070,,,
Mixer,,Model: SAF/80,,,,,,,,BAKING WORKSHOP AMB 037,Working,fst,,JKU/01/FSPT/6/02/076,,,
Oven 1,,,,,,,,,,BAKING WORKSHOP AMB 037,Working,fst,,JKU/01/FSPT/4/13/231,,,
Proofer for bread,,,,,,,,,,BAKING WORKSHOP AMB 037,Fair,fst,,JKU/01/FSPT/4/13/232,,,
Mixer,,Model: SS-71B,,,,,,,,BAKING WORKSHOP AMB 037,Not working,fst,,JKU/01/FSPT/6/02/077,,,
General Oven,,Make: MKR,,,,,,,,POSTHARVEST LABORATORY (AMB 013),Not working,fst,,JKU/01/FSPT/4/13/236,,,
Water Bath Shaker,,,,2021449,,,,,,POSTHARVEST LABORATORY (AMB 013),Not working,fst,,JKU/01/FSPT/4/13/238,,,
Water Bath Shaker,,,,,,,,,,POSTHARVEST LABORATORY (AMB 013),Not working,fst,,JKU/01/FSPT/4/13/252,,,
Ice Maker,,Model: AF-10,,DA 1909495,,,,,,POSTHARVEST LABORATORY (AMB 013),Not working,fst,,JKU/01/FSPT/4/13/260,,,
Fridge,,Sumsung,,,,,,,,,,fst,,,,,
Refrigerator,,Model: SRG-616 EV,,,,,,,,POST HARVEST LABORATORY (AMB 012),Not working,fst,,JKU/01/FSPT/4/14/017,,,
Incubators,,Model: IS-2200,,3149,,,,,,POST HARVEST LABORATORY (AMB 012),satisfactory,fst,,JKU/01/FSPT/4/13/266,,,
Incubator,,Model: IS-2200,,,,,,,,POST HARVEST LABORATORY (AMB 012),Satisfactory,fst,,JKU/01/FSPT/4/13/267,,,
Lo Temp Chamber,,Model: IN81,,,,,,,,POST HARVEST LABORATORY (AMB 012),Fair,fst,,JKU/01/FSPT/4/13/268,,,
Vacuum Oven,,Model: VDO-SO,,991,,,,,,POST HARVEST LABORATORY (AMB 012),Vacuum Not working,fst,,JKU/01/FSPT/4/13/269,,,
Incubator,,Model: SSI-450,,820313,,,,,,POST HARVEST LABORATORY (AMB 012),working,fst,,JKU/01/FSPT/4/13/270,,,
Environmental Rooms 1,,Model: MCU-2260C-S,,200026,,,,,,POST HARVEST LABORATORY (AMB 012),Not working,fst,,JKU/01/FSPT/4/13/274,,,
Environmental Rooms 2,,Model: MCU-2260C-S,,200024,,,,,,POST HARVEST LABORATORY (AMB 012),Not working,fst,,JKU/01/FSPT/4/13/275,,,
Environmental Rooms 3,,Model: MCU-2260C-S,,200025,,,,,,POST HARVEST LABORATORY (AMB 012),Not working,fst,,JKU/01/FSPT/4/13/276,,,
Fume Hoods 2,,,,,,,,,,FOOD CHEMISTRY LABORATORY AMB 022,Fair,fst,,JKU/01/FSPT/4/13/286,,,
Water Distiller,,,,,,,,,,FOOD CHEMISTRY LABORATORY AMB 022,Not Working,fst,,JKU/01/FSPT/4/13/294,,,
Incubator,,,,!B-09,,,,,,FOOD CHEMISTRY LABORATORY AMB 022,satisfactory,fst,,JKU/01/FSPT/4/13/300,,,
Water bath shaker,,Model 10-467,,,,,,,,FOOD CHEMISTRY LABORATORY AMB 022,,fst,,JKU/01/FSPT/4/13/300,,,
"Fridge, National",,Model: 458 TF,,9786031,,,,,,FOOD CHEMISTRY LABORATORY AMB 022,Not working,fst,,JKU/01/FSPT/4/14/021,,,
Water bath shaker,,Taitec Personnal II,,2021449,,,,,,FOOD CHEMISTRY LABORATORY AMB 022,not working,fst,,JKU/01/FSPT/4/13/230,,,
Hammer Mill,,Mitamura,,,,,,,,FOOD CHEMISTRY LABORATORY AMB 022,Working,fst,,Jkua/01/FSPT/6/02/017,,,
General Oven,,Model: MRK,,,,,,,,FOOD MICROBIOLOGY LABORATORY AMB 011/021,satisfactory,fst,,JKU/01/FSPT/4/13/347,,,
Centrifuge ,,Kubota KR-20000T,,,,,,,,FOOD MICROBIOLOGY LABORATORY AMB 011/021,Not Working,fst,,JKU/01/FSPT/4/13/349,,,
Incubator,,Model: IS62,,299531,,,,,,FOOD MICROBIOLOGY LABORATORY AMB 011/021,not working,fst,,JKU/01/FSPT/4/13/354,,,
Incubators ,,Model: IS62,,299529,,,,,,FOOD MICROBIOLOGY LABORATORY AMB 011/021,Not Working,fst,,JKU/01/FSPT/4/13/355,,,
GPS (RTK) Receiver,1,GNSS-PROMARK 500  SN.201128052,,, US,Ashtech,Oakar Services Ltd,36,,,,geo,,,,,
Hand held GPS Receivers,16,Trimble sb/sc ,,, US,Trimble,ESRI,812,2009,Survey LAB,Good Working Condition,geo,,,,,
Total station ,1,Leica  TC 400 1__ SN. 403684,,,CN,,Kenya,16,,,,geo,,,,,
Total station,1,NTS-355 SN. S17400,,, CN,South,Measurement System.,10,,,,geo,,,,,
Theodolites  1__ ,2,Wild T2 SN. 240031,,,,,,,,,,geo,,,,,
Theodolites 30__,6,Topcon SN. Z80105,,,,,,,,,,geo,,,,,
Theodolites 60__,8,Topcon,,,,,,,,,,geo,,,,,
Theodolite  60__,2,Wild T16 SN.254431,,,,,,,,,,geo,,,,,
Theodolites  Ver,8,Topcon,,, JP,Topcon,Kenya/JICA,5,,,,geo,,,,,
Geodetic levels,4,Wild,,,,,,,,,,geo,,,,,
Automatic levels,4,Wild SN.526752,,,,,,,,,,geo,,,,,
Tilting levels,4,Wild SN.469068,,,,,,,,,,geo,,,,,
Dumpy levels,4,Wild SN. 448431,,,,,,,,,,geo,,,,,
Tilting levels,12,Topcon TS2. SN. J105,,,,,,,,,,geo,,,,,
Telescopic Alidades cw/stand&table,16,Tamaya,,,,,,,,,,geo,,,,,
Open site alidades cw/stand&table,16,Tamaya,,, JP,Tamaya,Kenya/JICA,600,,Survey LAB,Good Working Condition,geo,,,,,
Steel measuring bands 180m,6,Swiss,,,,,,,,,,geo,,,,,
Steel tapes 100m,15,BMI,,, DE,BMI,Kenya,316,2013,Survey LAB,Good Working Condition,geo,,,,,
Steel tapes 100m ,3,Richter,,,DE,Richter,Kenya,617,2013,Survey LAB,Good Working Condition,geo,,,,,
Steel tapes 50m,10,BMI,,, DE,BMI,Kenya,158,2013,Survey Lab,Good,geo,,,,,
Measuring tapes 50M,3,Eslon,,,JP,Sokkia,Kenya/JICA,80,,Survey Lab,Serviceable,geo,,,,,
Measuring tapes 50m,5,Symron,,, JP,Symron,Kenya/JICA,80,,Survey Lab,Good,geo,,,,,
Measuring tapes 100m,16,Yamayo,,, JP,Yamayo,Kenya/JICA,100,,Survey Lab,Serviceable,geo,,,,,
Measuring tapes 100m,12,Stilion,,, JP,Yamayo,Kenya/JICA,100,,Survey Lab,Good,geo,,,,,
Abney levels,20,Topcon,,,JP,,Kenya/JICA,295,,Survey Lab,Serviceable,geo,,,,,
Quick set levels,10,Wild,,,CH,,Kenya/JICA,1420,,Survey Lab,Good,geo,,,,,
Levelling staff Metallic 2.5m,40,wild,,,CH,,Kenya/JICA,180,,Survey Lab,Good,geo,,,,,
Optical Squares,12,,,,,,Kenya/JICA,40,,Survey Lab,Good,geo,,,,,
Cross staffs,10,,,,,,Kenya/JICA,18,,Survey Lab,Good,geo,,,,,
Tripod stands,64,wild,,,CH,Wild ,Kenya/JICA,54,,Survey Lab,Good,geo,,,,,
Mirror Stereoscopes,10,Tamaya SN,,,,,,,,,,geo,,,,,
Lens Stereoscope,23,Tamaya,,,,,,,,,,geo,,,,,
Pantographs,8,,,,,,Kenya/JICA,142,,Survey Lab,Good,geo,,,,,
Inver staff set,1,,,,,,Kenya/JICA,220,,Survey Lab,Good,geo,,,,,
Parallel plate Micrometer,4,Wild ,,,,,,,,,,geo,,,,,
Binocular,2,Carton SN. 2038,,,,,,,,,,geo,,,,,
Digital Planimeter,1,Yamaha SN.012881,,, JP,Yamaha,Kenya/JICA,810,,Survey Lab,Good,geo,,,,,
Planimeter Mechanical,15,Yamaha SN. 96700,,,,,,,,,,geo,,,,,
Plane Table sets,10,Wild ,,,CH,Wild ,JICA/Kenya,410,,Survey Lab,Good,geo,,,,,
Builders Theodolites,4,Fuji. SN. 01139,,,,,,,,,,geo,,,,,
Telescopic Compasses,10,,,,,,JICA/Kenya,520,,Survey Lab,Serviceable,geo,,,,,
Compasses Pocket,2,S25 SN. 168427,,,,,,,,,,geo,,,,,
 PocketTransit Compass,20,Transit ,,, AU,Transit,JICA/Kenya,215,,Survey Lab,Serviceable,geo,,,,,
Cowley level sets,8,Cowley SN. 005767,,,,,,,,,,geo,,,,,
Quick set levels,10,Eastman,,,,,,,,,,geo,,,,,
LCD Projector ,1,Infocus  SN.BJBB12601156,,, JP,Infocus,Kenya,588,2010,Elb119,Good,geo,,,,,
Scanner A3 size,1,Mustek scan Epress SN.SH72D00029,,, US,Mustek,Kenya,,,,Serviceable,geo,,,,,
Spiral Binding machine,1,Ibicok SN. 9303159,,, DE,Ibicok ,Kenya,350,2008,GIS LAB,Good,geo,,,,,
Mechanical Plotter B8S,1,Wild,,,,,,,,,,geo,,,,,
Mechanical Plotter ,1,Kern  PG2,,,,,,,,,,geo,,,,,
Hp Deskjet 5150,2,HP,,,,,,,,,Serviceable,geo,,,,,
HP Deskjet 2420,1,,,,,,,,,,,geo,,,,,
HP Deskjet F2200,2,,,,,,,,,,,geo,,,,,
HP laser jet 400,2,,,,,,,,,,,geo,,,,,
Drawing Boards,42,,,,,,Kenya,115,2010,ELB214,Good,geo,,,,,
Table  centrifuge ,,H-103N,,,JP,,,,,ALB 123,,hfs,,,,,
Table  centrifuge ,,16A,,,JP,,,,,ALB 123,,hfs,,,,,
Water bath  for  rotary evaporator ,,RE-52,,,JP,,,,,ALB 123,,hfs,,,,,
Mill,,SK-M1OR,,,JP,,,,,ALB 123,,hfs,,,,,
Hot  Plate  ,,TP-420,,,JP,,,,,ALB 123,,hfs,,,,,
PH Metre,,HM-7E,,,JP,,,,,ALB 123,,hfs,,,,,
PH Metre,,HM-991,,,JP,,,,,ALB 123,,hfs,,,,,
Centrifuge  Ultra,,CS-100 FX,,,JP,,,,,ALB 123,,hfs,,,,,
Fridge ,,Gold  star ,,,,,,,,ALB 123,,hfs,,,,,
Frieze  drier,,Alpha 1-4 LD plus,,,JP,,,,,ALB 123,,hfs,,,,,
Fume hood fan,,,,,,,,,,ALB 123,,hfs,,,,,
Hot air  oven,,MRC,,,IL ,,,,,ALB 123,,hfs,,,,,
Centrifuge  Ultra,,Re-100B,,,JP,,,,,ALB 123,,hfs,,,,,
Centrifuge  Ultra,,Re-100B,,,JP,,,,,ALB 123,,hfs,,,,,
Drying oven ,,S9-11,,,JP ,,,,,ALB 123,,hfs,,,,,
Distiller still ACE,,SA-2100A,,,JP,,,,,ALB 123,,hfs,,,,,
